value,source_line,source
Good teachers know and value this.,269482,en_US.news
"Now with 12 games under their belt, defender Jeremy Hall said this is a completely different team than the squad that faced Colorado in the season opener March 19.",910836,en_US.news
"An intriguing hybrid graphic novel about a paper architect ""whose reputation rested on his designs, rather than on the buildings constructed from them.""",301839,en_US.news
The scrimmage ended with the defense making a stop on 4th and goal from the 4. Arkelon Hall opened that drive with an 11-yard run to the 29. Steele and Baker picked up four yards and three yards on runs on the next two plays to bring the group to the 22. Hall found Onarheim for a 20-yard completion to the 2 just before the drive was backed up on the next play by a false start by the offense. Steele made a one-yard run but Baker was stopped by the defensive front for a three-yard loss. Hall and Steele were both stopped before gaining yardage as the drive stalled.,205628,en_US.news
"More than 200 people from South Amboy and Sayreville turned out for their hometown hero who died when a fireball tore through his base in Baquba, an insurgent stronghold near Baghdad.",192150,en_US.news
"The event, in its second year, benefits Geist resident Autumn Letendre's Golden Star USA Foundation, an organization that provides pre- and post- deployment services to active duty and honorably discharged military service members and their dependants.",217567,en_US.news
The trick is collecting them before you need them.,80078,en_US.news
"Wes Gallagher, the AP reporter who succeeded Kennedy in Europe and became the general manager after Cooper, strongly supported his colleague and believed he had done the right thing.",827048,en_US.news
"“Clear, youth-friendly messages about the possible consequences of this activity are warranted,” the researchers wrote. But they also acknowledged that “little is understood about effective choking game prevention messaging or how best to screen for this behavior.” At a minimum, pediatricians should watch for signs of bruises or other marks around the throat, they wrote.",771412,en_US.news
"The prosecutor, in his opening statement, said Green's first two shots missed the officer. Green then walked up to Bonaminio, on his knees at the time, and fired at the back of the officer's head from a foot or so away, Hestrin said.",798972,en_US.news
The Dragons jumped ahead in the top of the first.,876254,en_US.news
"Nicely remodeled, pleasant surroundings. It's especially charming at night when there is a good crowd.",282965,en_US.news
"""I felt like a fish flopping on the sand until I found -- and I mean this was with therapy and everything -- until I found people who had gone through exactly the same thing that I had gone through.",920111,en_US.news
5. What does the state control in Newark?,63818,en_US.news
"Parker asked how many photos were taken and if items such as food, medicine bottles and DVDs were collected. He also asked whether police had tested a TV in the third-floor room where the bodies were found to see if it worked.",175208,en_US.news
"The great unknown is how many of the millions of Americans behind on their mortgages will end up losing their homes, and when. The drop-off in foreclosures here and nationwide was fueled not by a big improvement in homeowners' financial situations but rather by the ""robo-signing"" scandal, which involved shoddy and illegal foreclosure processing work.",496371,en_US.news
"“We are slightly ahead of schedule - which is a good thing,” DRPA Chief Executive Officer John Matheussen said Tuesday. A combination of factors, from pre-planning, those actually carrying out the work and a relatively mild winter have aided in keeping the project ahead of schedule, he noted.",888960,en_US.news
"Gov. Chris Christie made his first foray into national Sunday morning political programming today, sitting for a 10-minute interview with ABC’s Jake Tapper on “This Week.”",1004007,en_US.news
"S. M. Schmidt, Middle River",138791,en_US.news
This production may not entirely reclaim this lesser known of Shakespeare’s plays. But at least it sets it in a context that allows us to reconsider its meaning and its magic.,595667,en_US.news
"Wilson had a final attempt at the buzzer for Sierra, but his shot from just inside the free throw line barely missed.",513579,en_US.news
What: Winway Resume Writing,415288,en_US.news
"When counties were deciding how to handle misdemeanor probation, then-Pasco County Judge Dan Rasmussen did not like the idea of sending defendants to the Salvation Army.",407705,en_US.news
Expressions By Cheree,351713,en_US.news
"Samson also praised former Vice Chairman Stanley Grayson, a Paterson appointee who stepped down from the board last month.",76811,en_US.news
"VIOLATION OF ORDER OF PROTECTION: On March 13, a 38-year-old resident of the 100 block of East Madison, Collinsville, was arrested on the charge of violation of order of protection.",886838,en_US.news
"Sales by Volkswagen AG and its Chinese partners rose 12 percent in the first quarter, while Chery's fell 22 percent, according to LMC Automotive.",654747,en_US.news
"That said, should Guardiola enjoy the same level of success at another club, he would instantly earn consideration as the greatest soccer coach ever. And if that happens, it might be the right time for someone to mandate some urine tests. Maybe the Eau de Cologne really does run through him.",148684,en_US.news
"PARIS (AP)—Eden Hazard tied the score with a penalty kick in the 71st minute, then helped set up Nolan Roux's goal in the 79th to lead defending champion Lille over Paris Saint-Germain 2-1 and keep alive its slim title hopes.",402424,en_US.news
When: The park opens at 6 a.m. daily and closes at 8p.m. Sundays-Thursdays and at 10 p.m. Fridays and Saturdays.,598731,en_US.news
"The takeaway: Harvard is making its first NCAA Tournament appearance since 1946. ""It means a lot to a lot of people,"" coach Tommy Amaker said. ""To have our basketball program become relevant from a national perspective, to have these students become engaged, that's worth its weight in gold to me."" The Crimson, with a deliberate style, are averaging just 65.4 points but shoot 47 percent from the field. Meanwhile, Harvard ranks fourth in the nation in scoring defense, allowing just 54.8 points per game and 41 percent field-goal shooting.",321659,en_US.news
"""Once again, we’ve borne witness to how drama in Newark is merely drama and oftentimes diminishes the real work,"" Price said.",425136,en_US.news
"TRENTON — Gov. Chris Christie began bargaining over health benefits for state employees this week, according to a memo sent out to members of the Communications Workers of America obtained by The Star-Ledger.",690380,en_US.news
short run at the end made the difference for the East St. Louis girls basketball team.,345080,en_US.news
"Funding to date: $37.5 million from Andreessen Horowitz, Bessemer Venture Partners and others.",184151,en_US.news
"""We definitely turned the tables on them,"" said Fleming. ""It was quite nice to better them. It felt good to get revenge.""",854542,en_US.news
"""Any time there is a higher education facility in the city, it adds to the prestige as well as creates opportunities for growth and employment,"" he said. ""It's a positive thing for the city.""",52691,en_US.news
Her event winner came early in the competition.,333022,en_US.news
What if it had crashed into a house?,386062,en_US.news
"Suggs’ run against the Steelers wasn’t lost on Jarret Johnson, the Ravens’ other outside linebacker. But Johnson couldn’t put his finger on why Suggs fared better against Pittsburgh than some of the other opponents the team meets on a regular basis.",648963,en_US.news
"Duerson and others believed that the pounding NFL players take causes head injuries that impact them later in life, leading to depression and other diseases.",480032,en_US.news
"At Hart Middle School, where Ainsley was in the eighth grade, teacher Erin van der Zee told reporters that the girl had been a top student.",518779,en_US.news
"""Every little detail he tells you, you remember, and you take it out on the field. ... Honestly, now I feel about 1,000 times better than last year. I don't know if it's because I've learned how to study the plays better, or break it down and visualize it, or know the defenses I'll be seeing, but from last year to this year, I feel way better.""",772544,en_US.news
"Well, on this particular night, Snapperhead was ""balance-challenged,"" and on the first try he went right over the side of the 10-foot dinghy - with the scoop of water. It was the most elegant departure from a boat I'd ever seen. After Tom and I recovered from convulsions of laughter, we pulled ol' Snapper back in.",802039,en_US.news
"Details poured out Friday as part of a deal in which Randy McCallum Sr., 44, who resigned as mayor last week, pleaded guilty of federal felonies that include theft and attempting to distribute cocaine.",151931,en_US.news
"“They said penicillin was quackery,” Balzani said. “They said the same thing about the airplane. What about a car? That was quackery.”",418435,en_US.news
"CSX says the long-awaited fix -- a state safety inspector reported complaints dating to 2007 -- should be complete within two weeks. A company spokeswoman told Road Rant that crews should be working at the Harvard Avenue crossing east of Jennings Road between Sept. 26 and Sept. 30 ""if all things go as planned.""",806799,en_US.news
"Several streets closed today at 3 p.m. and will remain closed until 10 a.m. tomorrow in Cherry Creek North. Clayton Place is closed to vehicle access from East 1st Avenue, East 2nd Avenue at Detroit Street will be closed to westbound traffic on 2nd Avenue.",850586,en_US.news
"In 2003, Quintero came to the United States, looking for employment to support his family after his father died. He arrived on a 90-day visa waiver, a program that enables travelers from a select number of countries to enter the United States without a visa. The arrangement also waives travelers’ right to any judicial review should they overstay the 90 days.",316707,en_US.news
"Cooper, who lived in Oakland Township and was a sixth-grader at Van Hoosen Middle School, died Saturday after he collapsed while running laps with his baseball team about 11 a.m. that day at Friendship Park in Orion Township, according to the Oakland County Sheriff's Office.",437390,en_US.news
"8. ""She Walks in Beauty'' - Selected and introduced by Caroline Kennedy",138709,en_US.news
"The size of the problems facing Italy and Spain are considered too large for the existing funds available to the European Financial Stability Facility ($590 billion) and the IMF ($389 billion.) To boost the firepower of the IMF, several economists have proposed that the ECB lend to it.",126142,en_US.news
In between are enough tidbits to start a high-rise fire.,45480,en_US.news
"I should have flown home immediately. Instead, my husband dragged me around for the next five days, pretending he was having a jolly time, which he was not. And I kept trying to act healthy, which I was not.",602786,en_US.news
"Maybe it's time to face facts, the Angels' coaching staff has to be replaced. Mike Butcher is a joke, Mickey Hatcher is no longer a joke, just pathetic, and Mike Scioscia is lost. It just goes to show how good the coaching staff was on that 2002 team. Bud Black, Joe Maddon, Ron Roenicke, Bobby Ramos. A manager is usually only as good as the people surrounding him.",537408,en_US.news
I agree to a point. Reproduction is basic. But so is life.,728797,en_US.news
"Mellaci grew increasingly impatient: ""This can’t go on forever,"" he told Zegas.",349707,en_US.news
The show is an enjoyable and an entertaining example of musical theater with its vibrant show.,609941,en_US.news
"Hey, Hoynsie: I should know this, but when does a player's pay actually start? Is it the day they show up for spring training and when does it end? Obviously, I ask because these dates would affect the amount we pay Fausto Carmona/Roberto Hernandez Heredia. If he does not make it back to the team until mid-May, does he lose three months of his $7 million salary or is it calculated differently? -- Joe Eversole, Pelham, Ala.",535780,en_US.news
Who created it? Joe Tyler.,564405,en_US.news
Solyndra's failure embarrassed the administration and prompted a lengthy review by congressional Republicans who are critical of Obama's green energy policies. Solyndra has cited Chinese competition as a key reason for its failure.,676253,en_US.news
"The U.S. Attorney’s Office in Newark served the subpoena on the New York State Bureau of Narcotic Enforcement, which collects data from pharmacies on every prescription they fill for steroids and other controlled dangerous substances, according to two law enforcement officials with knowledge of the investigation.",666076,en_US.news
Margy Temponeras defended her work in an interview with The Plain Dealer earlier this year.,140334,en_US.news
"Bourbon Steak feels like a posh restaurant from another era, but with a modern edge and a lively but not burdensome buzz. The only design flaw: When you ascend the stairs after checking in at the host stand, which is now in the lobby near the famous grandfather clock, the first thing on the left that attracts your eye is the back side of a service station. Once you're seated, though, the elegance of the room washes over you, although management might want to rethink the John Mellencamp vocals.",233424,en_US.news
Dunwoody police remained tight-lipped Wednesday about a motive for the killing while saying that additional arrests may be forthcoming.,195144,en_US.news
"""No,"" James says before breaking into a little smirk. ""I have D. Wade. Anything else would be uncivilized.""",210148,en_US.news
"This Willy Loman, a down-on-his-luck salesman, is trying to prove himself to a white world.",290024,en_US.news
"The FDA is advising consumers to ""take precautions in choosing to eat raw Nakaochi Scrape and be sure that it is not from the implicated lots. ... Consumers should take precautions when choosing to eat raw seafood.",33322,en_US.news
"Whitman, who is trailing Brown slightly in the most recent polls, attacked him more assertively than she had in their two previous debates. The billionaire former eBay CEO, who put another $20 million of her own money into the race Tuesday, bringing her total to a record-breaking $141.5 million, faced a dual challenge: to persuade independent voters to back her while not alienating conservatives by appearing too moderate.",961902,en_US.news
"Prior to the Saturday evening show, there will be a Titanic dinner event, the menu including items that were offered for the final meal on the ship. Cast members will also be in attendance in character. The dinner is sold out.",188190,en_US.news
"If any of us could have spoken, we would have agreed.",268859,en_US.news
"Many of these people were reduced to drive-by quotes in the interest of telling a compelling story. But they have much more to say, so I'm letting them say it here.",372441,en_US.news
"The Super 30 list includes eight quarterbacks, led by Lamontiez Ivy of East St. Louis.",861906,en_US.news
"The time to be serious came and went during a three-year span at Rutgers, where he smashed the all-time school yardage record for receivers that took its former holder — Tres Moses — four years to compile.",935157,en_US.news
Schmuck: And I'm not going to tell you how long ago that was …,298985,en_US.news
"Add an additional tablespoon of olive oil, if needed, to the bacon fat, and brown the lamb on all sides. Add onion, mushrooms, garlic and wine.",289470,en_US.news
"What's worse, the numbers have slowed to a trickle just as we're departing. Only 10 special immigrant visas were issued in August. The preliminary figure for September is 46. At that rate, it will be years before the backlog is cleared.",389791,en_US.news
"""I don't care,"" he said. ""It doesn't bother me when somebody blocks my shot. I just stay focused and keep playing. I couldn't care less if somebody blocks my shot.""",251971,en_US.news
"Maloney described the Ultrabook as a laptop-tablet hybrid, featuring touch screens and instant log on, all with a price of less than $1,000.",517571,en_US.news
"In ""Growing American Roots: Why Our Nation Will Thrive As Our Largest Minority Flourishes,"" Menendez highlights the contribution of the Latino community to American history and its expanding role in years to come as the Latino population rapidly expands. In the book -- co-written with former Washington Post editor Peter Eisner -- Menendez combats xenophobic perceptions of Latinos in the media and calls for ""sweeping social and economic legislation, immigration reform, improved health care, and an end to the discrimination and prejudice that Hispanics face,"" according to a release from Penguin Group, the book’s publisher.",713337,en_US.news
"Andrews is already a mature talent, but he wants more.",36300,en_US.news
"Take two: If you inexplicably tire of the original, green tea coco puffs are a newer option at Liliha Bakery. Or stay in the chocolate vein with its chocolate dobash (layered pudding) cake.",833631,en_US.news
"Gmail has 176 million users, according to research firm ComScore Inc. Google said that tens of millions tried the Buzz service in the first 48 hours.",4705,en_US.news
"Three days later, in St. Peters, an officer turned on his sirens and pursued a driver who had his high-beam lights on. That driver, Ryan L. King, collided with another car; the crash killed the other driver, 28-year-old David. L. Harrison.",242183,en_US.news
"Lufthansa has made the union major concessions in this regard, Handwerg said. The agreement makes sure Lufthansa can't arbitrarily move jobs, he said.",908639,en_US.news
"Senior Antigone Cox, 22, said she was walking to her car about to run some errands when she saw a man jogging but paid little attention because people often run around UMBC's Hilltop Circle loop.",386649,en_US.news
"Soderbergh, who introduced another formidable female gunslinger - Jennifer Lopez's Karen Cisco - in his 1998 adaptation of Elmore Leonard's Out of Sight, rings Carano with a cast of cool dudes. In addition to Fassbender, a suave fellow freelancer, and Tatum, who plays Mallory's partner on the Barcelona job, Ewan McGregor shows up as a shiftless killer; Michael Douglas, looking fit and G-man-ish, is a shadow-ops bigwig, and Antonio Banderas, bearded and then not, is a jet-setting baddy. Bill Paxton, camped out in a Frank Lloyd Wright-ish New Mexico abode, plays Mallory's Marine Corps veteran dad. Their reunion is touching - until the guys with Uzis storm in.",243717,en_US.news
"The XPS 13, which runs Windows 7 and is part of Dell's premium consumer line, has a silvery aluminum top and a base made of carbon fiber. It rests on two long rubber runners. The battery is sealed and ports are minimal. There are two USB ports—one is the faster USB 3.0 type—and a video-out port called a Mini Display Port.",309305,en_US.news
"Boys may be more likely to use steroids and over-the-counter muscle enhancers in an effort to attain a muscular, V-shaped body. Boys who participate in sports that require frequent weigh-ins are also at greater risk for eating disorders.",18189,en_US.news
"Vick was a Berkeley officer from 1993 to 2008, his lawyer, John Stobbs, said last year.",163887,en_US.news
JOHN ELWAY vs. Michael Jordan: Football gives Elway nod in Final Boor-worthy clash. Tournament selection committee upbraided from coast-to-coast.,60742,en_US.news
"But then, we always have been.",484453,en_US.news
"""This is not going to bring us down,"" she said. ""If anything, it's going to bring us closer together — and make us even more determined.""",679418,en_US.news
"Medical examiners performed an autopsy on Dale Oen Tuesday but found no evidence on how he died, according to the Coconino County Public Health Services District. Officials initially thought Oen died of cardiac arrest.",161033,en_US.news
"Oppegard said the toughest step the agency takes is sending a warning letter notifying companies that the MSHA might find them to have a pattern of violations, which could lead to closing a mine at least temporarily.",344804,en_US.news
Liberty CEO Gregory Maffei said Liberty had agreed to purchase 302 million shares of Sirius XM at $2.15 each from an unnamed financial institution. The deal is expected to close early in the third quarter.,310997,en_US.news
"The two deputies who came to Fortune's home remembered parts of the incident differently, according to their testimony.",461892,en_US.news
"At the beginning of Mayor Daley’s reign at city hall, a succession of heart attacks killed three Chicago aldermen within several months. Many of their colleagues signed a tribute letter honoring them, but also taking the vulnerable moment to ask for a better pension.",802325,en_US.news
"We better make the playoffs, Gores said to reporters before tonights regular-season finale against the Philadelphia 76ers at the Palace. Thats realistic.",295740,en_US.news
"The United Nations announced that the 7 billionth human probably arrived in our crowded world last week, so it was predictable that we would get another crash course on the threat posed by overpopulation.",724703,en_US.news
"At their best, the Muppets embody a sort of moral anarchy, as the weirdest stuff can happen at any given moment, but you know it's going to be funny and you know no one is going to get hurt (they are just puppets after all).",108323,en_US.news
6 cups apple cider (not juice),929464,en_US.news
"Martinez was convicted last year of committing multiple murders during the commission of a burglary, special circumstances that qualified him for a possible death sentence. But the first penalty phase ended with a jury hung 11-1 in favor of death, setting the stage for second trial this year.",52957,en_US.news
"Johnson said the purchase price for the Dodgers — $2.15 billion, a record for a sports franchise — would not prevent the new owners from spending on players, or on stadium renovations. Indeed, the new owners already have earmarked some $300 million to improve Dodger Stadium.",303598,en_US.news
Los Angeles County sheriff's investigators are probing allegations that supervisors from the department's Aero division purposely delayed responding to calls for emergency air support.,730755,en_US.news
"Felton said a kid left it for him, and that he intends to keep it up. It was part of a happier locker room Saturday. At one point, as Felton spoke to reporters, a long arm joined into the group of reporters' arms that were holding microphones and cameras. The hand held a bottle of Gatorade, mimicking the media's pose.",416397,en_US.news
He said he did not know he was supposed to record the missed hours on his time sheet as sick leave.,634842,en_US.news
A group of Queen Creek boys put their Boy Scout training to use when one of their own suffered a seizure in a family swimming pool and nearly drowned.,756882,en_US.news
"“Honestly as a taxpayer, I’m furious,” he continued. “As a state Senate president, I couldn’t believe they didn’t even attempt to pick up the phone and say ‘Can you help us?’”",915003,en_US.news
"Fishing groups: Seven oppose the plan, including the Northwest Sport Fishing Industry Association. Liz Hamilton, executive director, says the new plan differs little from rejected ones: ""We're hoping the judge is as impatient as we are.""",685113,en_US.news
"Dark Funeral, Abigail Williams, Inquisition, Gigan 7 p.m. Feb. 6. $17-$20. $50 VIP tickets include early entry at 6:15 p.m., meet & greet and an autographed poster.",727448,en_US.news
"The Rangers took a 1-0 lead Wednesday on Ryan Callahan’s power-play goal at 6:41 of the second period. Callahan gained good position just above the crease and spun and slammed the puck in after Michael Del Zotto’s shot from above the left faceoff circle went off two defenders, John Carlson and Matt Hendricks.",985401,en_US.news
"Steve Ordahl, a onetime Army logistics officer who turned the Minnesota State Capitol printing office into a profit center and who also has been part of turnaround teams at the Texas Aquarium and Underwater World at the Mall of America, has been an Ecumen employee since 2003. As senior vice president of business development, he has overseen development of 600-plus housing units at complexes valued at nearly $150 million since 2008.",667361,en_US.news
"4. Josh Thibodeaux, Hammond junior",127945,en_US.news
"Former Rutgers standout quarterback Mike Teel was named the quarterbacks coach at Wagner College, according to the school.",458863,en_US.news
"Since joining West Bromwich Albion last year, he has lost as many matches as he's won and his team is 10th in the 20-team Premier League. ""He has had his successes and failures and it does worry me a bit that he was disappointing at Liverpool,"" said Mick Mills, the former England captain. ""Maybe that tells you he is not so good with the top players.""",869915,en_US.news
"Why is it when gas prices go up, this administration goes after oil companies, but when tuition goes up, it doesn't go after colleges?",938520,en_US.news
"The 19-year-old Harper, baseball's top minor league prospect according to Baseball America, went 1-for-5 with three strikeouts. His hit was a two-out triple in the third past a diving Dom Brown in left field.",444645,en_US.news
"At one point, Jay quizzed Murdoch about a gleeful comment in which Murdoch took credit for smearing his left-wing opponents.",169277,en_US.news
"He also discussed Roberto Chavez and Dora De Larios from ""Art Along the Hyphen"" at the Autry National Center. Chavez, he says, ""is someone who experimented in all styles — he's extraordinarily prolific — but it's really his portraiture of Mexican Americans, family members and others, that stands out.""",27651,en_US.news
"Cut the 1 1/2 pounds of persimmons horizontally into 1/8-inch thick half moons. Mix the honey and water in a small saucepan; add the sliced persimmons and the currants. Use additional water if needed to barely cover the fruit. Simmer, stirring occasionally, until the fruit is partially cooked but retains a slightly crunchy texture -- about 5-10 minutes, depending on the ripeness of the fruit. Taste the fruit and add lemon juice as needed for brightness. Drain the fruit well and set aside. Discard the cooking liquid. The fruit may be made ahead and refrigerated. Bring to room temperature before assembly.",573520,en_US.news
"Kucinich sidestepped repeated questions about his future, including queries about whether he would seek a congressional seat in Washington state. But he vowed to spend the remainder of his term hard at work for the Cleveland area, hinting perhaps that he has no plans to establish residency across the country.",406754,en_US.news
"Other than Peyton Manning, whose search for a new team continues, Williams was the most sought free agent in this year's class; Johnson already was under contract in Detroit.",421081,en_US.news
"Even if they achieve everything that can be hoped for, the Royals will have more bad days like this. That second half of last season that helped push so much optimism into this spring included five losses at home by at least five runs. Heck, the Cardinals did it eight times last year and won the World Series.",331626,en_US.news
"It would be absurd, though, to think that some magical High Line formula might apply in Santa Monica. Field Operations is the rare landscape architecture firm that has earned a reputation for seeking out public input on its work without sacrificing its high-design credibility. But the public-engagement process in Santa Monica is unusually, well, comprehensive — capable of exhausting even the most creative and civic-minded designer.",444365,en_US.news
"At the same time, their significant others are scheduled for an all-day training session of their own. The idea is to help them understand what their partners who have just been sworn in will face for the next two years.",599695,en_US.news
Ramirez hit a three-run homer and Stanton connected on a two-run shot in the five-run first inning.,925460,en_US.news
"Ideologues who latch on to ""secure the border"" as their only mantra are really telling us they don't want to address the more complex issues associated with immigration.",625260,en_US.news
"Today's cuts hit the product research and engineering departments, Isselmann said.",883992,en_US.news
"The drink du jour? Patrons prefer Grey Goose vodka mixed with Red Bull, Stella Artois beer or prosecco wine. And that bottle service that's all the rage on the club scene? A bottle of Grey Goose dressed up in a chilled display costs from $150 to $250, again, depending on how crowded the club gets.",246309,en_US.news
John Sr. is a New York City policeman but has been a lifelong Rams fan.,50853,en_US.news
"""The atmosphere here is so Ravens,"" in Baltimore, she said. ""You have to be a Ravens fan down here.""",352568,en_US.news
"The details: Even within the already esoteric hierarchy of brandy, Calvados occupies a low rung, perhaps because its base material is apples, not grapes. But it has its loyalists, none more than San Francisco importer Charles Neal. So if Neal's ""Calvados: The Spirit of Normandy"" ($60, Flame Grape Press, 766 pages) lacks the polish of a high-concept work, it has an impressive decade of scholarship behind it - from profiles on nearly every notable producer to the impact of mistletoe on apple trees. Neal includes a mountain of detail, making this an essential reference on an underappreciated topic.",725120,en_US.news
You know those sports debates you get into with your friends at the bar? The ones that are based solely on opinion and often delve into the absurd? Theyre the ones that can be dropped and picked up again years later because either theyve never been resolved or because you havent yet convinced your buddies that theyre idiots because they havent come around to your way of thinking.,802125,en_US.news
"But coal mines, ski areas, oil- and-gas drillers and loggers all would be allowed to build temporary roads on parts of the other 3 million acres.",438586,en_US.news
“This site is going to become a destination.”,123061,en_US.news
"Locally, sports-radio personality The Shot Doctor said the Magic had ""no hope"" of beating the Pacers, while WKMG-Channel6 sports anchor David Pingalore predicted an Indy sweep. Nationally, TNT analyst Chris Webber said of the Magic, ""I think they have no  chance.""",113345,en_US.news
"""Columbus is trying to get between you and your ballot,"" FitzGerald warns. ""Let's do something about it.""",999072,en_US.news
"2. Stop Making Sense (1984): Sure, David Byrne will be remembered for his big suit, but this Jonathan Demme film captured the band in its absolute prime, and it also was the first film made using all digital audio technology. And Byrne's flair for the dramatic adds a leading-man sense to the whole thing.",212985,en_US.news
"Iran says its nuclear program is for peaceful purposes. Israel, like the West, believes that Tehran is developing weapons technology, but there is intense debate over whether international economic sanctions accompanying the current round of negotiations might prevent Iran from developing a bomb, or whether at some point a military strike should be launched.",11712,en_US.news
"Barry Rosenbaum, a senior fellow with the University's Research Foundation, said that while they have a way to go, they believe the idea has potential to attract funding because the lenses have the benefit of being convenient and non-invasive.",798568,en_US.news
Q: So how bad were the conditions filming in the snow on Mount Hood?,82021,en_US.news
"All but two of the county's 28 districts trimmed payroll spending for the second consecutive year – some by as much as 11 percent – according to an Orange County Register analysis of salary data for 70,383 employees.",770602,en_US.news
"""That would be unthinkable today,"" Hellman said Monday. He described Judge Browning as ""the architect of the modern Ninth Circuit"" who devised innovations in case management, got judges of differing ideologies to work together and helped to create the nation's disciplinary system for federal jurists.",803716,en_US.news
"Local police also can enforce debt-related warrants, but small towns and some suburbs often don't have enough officers.",265684,en_US.news
"Parents should focus on their own families as well, Vitanza said. Surveys have shown that kids prize time with their parents, even if they don't always show that side of themselves to their moms and dads.",707071,en_US.news
"NFL star Donald Driver's continued success on ""Dancing With the Stars"" hasn't been fun for plumber Jeff Paschke in the town of Egg Harbor, Wis., about 60 miles from Green Bay.",927844,en_US.news
"In Congress, though, efficiency arguments matter less than interest-group politics. The Dollar Coin Alliance includes metal manufacturers and the Machinists union; greenback backers include Sen. Scott Brown, a Massachusetts Republican whose state is home to the company that makes paper for U.S. currency.",954482,en_US.news
Globalization is our friend.,418531,en_US.news
"""We like J.J.'s energy and physicality,"" Blazers acting general manager Chad Buchanan said in a press release. ""He's a young, but experienced player who can help our frontline.""",696438,en_US.news
"Shea McClellin, LB, Boise State",478033,en_US.news
"In addition to accommodations, the deal includes a complimentary wine-tasting card for 30 wineries in Sonoma Valley.",1573,en_US.news
"Westwood is No. 3 in the world, and along with winning the Indonesia Masters two weeks ago, he has finished among the top 5 in five of his last seven starts.",496081,en_US.news
"""There's another Hootie album,"" he said. ""But country music is my day job right now.""",445712,en_US.news
HARRISON TWP. — Clearview Regional Middle School’s student council will host the seventh annual Senior Citizens Prom tonight from 6 to 9 p.m.,204385,en_US.news
"Eight 8-inch bamboo skewers, soaked 30 minutes prior to cooking",774688,en_US.news
"While anecdotal evidence suggested turnout was low at least in the capital, state television repeatedly showed images of people packing into the voting stations.",593845,en_US.news
"North Coast Health Ministry, a faith-based free clinic that has offered the screenings on weekdays in the past, is adding the Saturday appointments to accommodate those who work or have family commitments during the week.",336319,en_US.news
Acura TL SH-AWD: 18 m.p.g. city/26 m.p.g. highway/21 m.p.g. combined. Premium fuel.,319133,en_US.news
"The Cuyahoga County Inspector General's Office which began operations in June 2011, investigates waste, fraud, abuse and corruption. Here is a breakdown of 33 tips still under investigation:",667713,en_US.news
Leung Adrian,435473,en_US.news
"COLUMBUS, Ohio - Gov. John Kasich, ripped by the gun lobby last year while running for office, is poised to sign a bill that will make Ohio's concealed carry law one of the broadest in the country.",630631,en_US.news
"""I paid about ten percent more than I did the previous year,"" he said.",740821,en_US.news
"More than one-fifth of women and more than one in four men ended up having an unnecessary invasive diagnostic procedure because of a false-positive screening test. More than 1,000 women underwent major surgery that wasn't necessary, most prompted by a false-positive sign of ovarian cancer in an ultrasound scan.",885582,en_US.news
"""There are various ways to add opportunities,"" she said.",939309,en_US.news
Ald. Willie Cochran (20th) was one of seven aldermen to vote against the Trust in the Finance Committee.,529680,en_US.news
"Few kids grow up dreaming of becoming a parking lot attendant, but the job can be quite lucrative — at least if you land one at the L.A. Department of Water and Power. According to a report in Bloomberg News, garage monitors at the DWP made, on average, $74,408 a year; nationally, the average salary for this position is $21,250.",861140,en_US.news
"Before she became a stay-at-home mom, Beth was a teacher. She still plans for the day – once Kelsey is old enough to attend school – that she can go back to work. She’s going for a master’s in special education now, taking online classes at St. Joseph’s University.",940553,en_US.news
"The argument has swirled since 2007, when the Department of Corrections and attorneys representing prisoners began hammering out a protocol for executions. Tuesday's filing claims the protocol has been changed numerous times, most recently in January, and that the department has not been able to adhere to it.",583885,en_US.news
"Birbiglia may be lovable, but he's more interesting when a shadow crosses his open, friendly face.",98344,en_US.news
"While the report did not estimate how much drivers may have saved by switching to more fuel-efficient models in the last few years, it predicted -- on a state-by-state basis -- how much drivers could save on an annual basis in fuel costs by 2030. Under guidelines announced in recent months, fuel efficiency standards requiring a national fleetwide average of 54.5 m.p.g. are expected to be in place by 2025.",580271,en_US.news
"This morning at Arlene Schnitzer Hall, Aleka Spurgeon-Heinrici will be among the 59 women and 45 men who will don the green-trimmed hood, with gold tassel, of a doctor of medicine.",809761,en_US.news
I think what inflames people about opinion articles like this is that it reveals a logical flaw in our social and mental makeup that we can't really understand. Brown essentially argues that society is now rampant with poseurs because of how easy it is to spend a weekend on Wikipedia learning about a geeky topic and declare one’s self a geek.,632573,en_US.news
"It was part of a larger White House campaign meant to focus on themes Republicans have tried to lay claim to: eliminate regulation, lower taxes and improve small business development.",551099,en_US.news
"Good wine, a well-made cocktail and a relaxed, laid-back attitude are required.",71096,en_US.news
The case is in federal court in the Upper Peninsula because that's where Mikulich was arrested more than a year ago.,711045,en_US.news
"Although the loading dock was filled with construction equipment, there was also a small patch of red carpet where stars posed very briefly for a handful of photographers. The entrance was framed by a pair of Oscar statues.",154489,en_US.news
"But, led by the MacGuffin, off we go on a crazy spy chase.",323759,en_US.news
Smart did just that.,322217,en_US.news
"The 27-year-old midfielder/forward, in his second year with the Timbers, started the season by scoring six goals in the first four league games. Pore's 15 goals is the highest total for a Portland player since Alan Gordon scored 17 goals in 2004. Pore's total ranks fourth all-time in franchise history and his 35 total points is tied for fourth all-time.",294596,en_US.news
I'll post more later. Back to work on basketball.,59575,en_US.news
